Bin Id,Marker Id,Gene Ids
final.contigs.fa.metabat_bins_48,PF04565.11,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04565.11,k99_2759864_2
final.contigs.fa.metabat_bins_48,PF04565.11,k99_854567_1
final.contigs.fa.metabat_bins_48,PF01798.13,k99_1234868_3
final.contigs.fa.metabat_bins_48,PF01798.13,k99_237851_3
final.contigs.fa.metabat_bins_48,PF07541.7,k99_1985062_2
final.contigs.fa.metabat_bins_48,PF07541.7,k99_3398584_9
final.contigs.fa.metabat_bins_48,PF01194.12,k99_2614369_3
final.contigs.fa.metabat_bins_48,PF01194.12,k99_851598_6
final.contigs.fa.metabat_bins_48,PF01015.13,k99_1913698_3
final.contigs.fa.metabat_bins_48,PF01015.13,k99_2577728_4
final.contigs.fa.metabat_bins_48,PF01015.13,k99_554460_1
final.contigs.fa.metabat_bins_48,PF04560.15,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04560.15,k99_2759864_2
final.contigs.fa.metabat_bins_48,TIGR00336,k99_2292369_2
final.contigs.fa.metabat_bins_48,TIGR00336,k99_851598_9
final.contigs.fa.metabat_bins_48,PF04563.10,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04563.10,k99_854567_1
final.contigs.fa.metabat_bins_48,PF00749.16,k99_2833240_6
final.contigs.fa.metabat_bins_48,PF00749.16,k99_843146_2
final.contigs.fa.metabat_bins_48,TIGR00408,k99_3187561_10
final.contigs.fa.metabat_bins_48,TIGR00408,k99_3964377_3
final.contigs.fa.metabat_bins_48,PF00687.16,k99_1324119_4
final.contigs.fa.metabat_bins_48,PF00687.16,k99_4396000_3
final.contigs.fa.metabat_bins_48,PF05000.12,k99_11898_1
final.contigs.fa.metabat_bins_48,PF05000.12,k99_2581448_2
final.contigs.fa.metabat_bins_48,TIGR02076,k99_1023461_3
final.contigs.fa.metabat_bins_48,TIGR02076,k99_2114748_5
final.contigs.fa.metabat_bins_48,TIGR02389,k99_11898_2
final.contigs.fa.metabat_bins_48,TIGR02389,k99_5076_1
final.contigs.fa.metabat_bins_48,PF04997.7,k99_2581448_2
final.contigs.fa.metabat_bins_48,PF04997.7,k99_2759864_1
final.contigs.fa.metabat_bins_48,PF04566.8,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04566.8,k99_2759864_2
final.contigs.fa.metabat_bins_48,PF00562.23,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF00562.23,k99_2759864_2
final.contigs.fa.metabat_bins_48,PF04010.8,k99_1394485_2
final.contigs.fa.metabat_bins_48,PF04010.8,k99_251566_5
final.contigs.fa.metabat_bins_48,PF01864.12,k99_2550440_3
final.contigs.fa.metabat_bins_48,PF01864.12,k99_3345501_3
final.contigs.fa.metabat_bins_48,PF03950.13,k99_2833240_6
final.contigs.fa.metabat_bins_48,PF03950.13,k99_843146_2
final.contigs.fa.metabat_bins_48,PF00827.12,k99_1526715_1
final.contigs.fa.metabat_bins_48,PF00827.12,k99_2566327_5
final.contigs.fa.metabat_bins_48,TIGR00670,k99_2279053_3
final.contigs.fa.metabat_bins_48,TIGR00670,k99_3042447_2
final.contigs.fa.metabat_bins_48,PF00623.15,k99_2581448_2
final.contigs.fa.metabat_bins_48,PF00623.15,k99_2759864_1
final.contigs.fa.metabat_bins_48,PF00572.13,k99_2614369_1
final.contigs.fa.metabat_bins_48,PF00572.13,k99_851598_4
final.contigs.fa.metabat_bins_48,PF04561.9,k99_2581448_1
final.contigs.fa.metabat_bins_48,PF04561.9,k99_854567_1
final.contigs.fa.metabat_bins_49,PF00164.20,k99_1526420_6
final.contigs.fa.metabat_bins_49,PF00164.20,k99_3072129_5
final.contigs.fa.metabat_bins_49,PF04998.12,k99_2844646_1
final.contigs.fa.metabat_bins_49,PF04998.12,k99_303942_6
final.contigs.fa.metabat_bins_49,TIGR00084,k99_1607797_4
final.contigs.fa.metabat_bins_49,TIGR00084,k99_2694389_2
final.contigs.fa.metabat_bins_49,TIGR00084,k99_3696876_4
final.contigs.fa.metabat_bins_49,PF12344.3,k99_2054396_2
final.contigs.fa.metabat_bins_49,PF12344.3,k99_2081966_3
final.contigs.fa.metabat_bins_49,PF08529.6,k99_1495840_1
final.contigs.fa.metabat_bins_49,PF08529.6,k99_1694727_6
final.contigs.fa.metabat_bins_49,PF08529.6,k99_3321108_1
final.contigs.fa.metabat_bins_49,PF08529.6,k99_566151_5
final.contigs.fa.metabat_bins_49,PF04983.13,k99_2844646_1
final.contigs.fa.metabat_bins_49,PF04983.13,k99_303942_6
final.contigs.fa.metabat_bins_49,PF04565.11,k99_251676_1
final.contigs.fa.metabat_bins_49,PF04565.11,k99_2655083_9
final.contigs.fa.metabat_bins_49,PF04565.11,k99_303942_7
final.contigs.fa.metabat_bins_49,PF01016.14,k99_2096900_5
final.contigs.fa.metabat_bins_49,PF01016.14,k99_4034849_2
final.contigs.fa.metabat_bins_49,PF00276.15,k99_1425775_5
final.contigs.fa.metabat_bins_49,PF00276.15,k99_3136818_2
final.contigs.fa.metabat_bins_49,PF00338.17,k99_1425775_2
final.contigs.fa.metabat_bins_49,PF00338.17,k99_1526420_9
final.contigs.fa.metabat_bins_49,PF00338.17,k99_3072129_2
final.contigs.fa.metabat_bins_49,PF00338.17,k99_3136818_5
final.contigs.fa.metabat_bins_49,PF01281.14,k99_1430153_2
final.contigs.fa.metabat_bins_49,PF01281.14,k99_4216541_1
final.contigs.fa.metabat_bins_49,PF04560.15,k99_251676_1
final.contigs.fa.metabat_bins_49,PF04560.15,k99_303942_7
final.contigs.fa.metabat_bins_49,PF04563.10,k99_251676_1
final.contigs.fa.metabat_bins_49,PF04563.10,k99_2655083_9
final.contigs.fa.metabat_bins_49,PF04563.10,k99_303942_7
final.contigs.fa.metabat_bins_49,PF10385.4,k99_251676_1
final.contigs.fa.metabat_bins_49,PF10385.4,k99_2655083_9
final.contigs.fa.metabat_bins_49,PF10385.4,k99_303942_7
final.contigs.fa.metabat_bins_49,PF13184.1,k99_1495840_1
final.contigs.fa.metabat_bins_49,PF13184.1,k99_1694727_6
final.contigs.fa.metabat_bins_49,PF13184.1,k99_3321108_1
final.contigs.fa.metabat_bins_49,PF13184.1,k99_566151_5
final.contigs.fa.metabat_bins_49,PF04561.9,k99_251676_1
final.contigs.fa.metabat_bins_49,PF04561.9,k99_2655083_9
final.contigs.fa.metabat_bins_49,PF04561.9,k99_303942_7
final.contigs.fa.metabat_bins_49,PF04997.7,k99_2844646_1
final.contigs.fa.metabat_bins_49,PF04997.7,k99_303942_6
final.contigs.fa.metabat_bins_49,PF03948.9,k99_1430153_2
final.contigs.fa.metabat_bins_49,PF03948.9,k99_4216541_1
final.contigs.fa.metabat_bins_49,PF05000.12,k99_2844646_1
final.contigs.fa.metabat_bins_49,PF05000.12,k99_303942_6
final.contigs.fa.metabat_bins_49,PF00297.17,k99_1425775_3
final.contigs.fa.metabat_bins_49,PF00297.17,k99_3136818_4
final.contigs.fa.metabat_bins_49,PF00562.23,k99_251676_1
final.contigs.fa.metabat_bins_49,PF00562.23,k99_303942_7
final.contigs.fa.metabat_bins_49,PF00177.16,k99_1526420_7
final.contigs.fa.metabat_bins_49,PF00177.16,k99_3072129_4
final.contigs.fa.metabat_bins_49,PF00623.15,k99_2844646_1
final.contigs.fa.metabat_bins_49,PF00623.15,k99_303942_6
final.contigs.fa.metabat_bins_49,PF00573.17,k99_1425775_4
final.contigs.fa.metabat_bins_49,PF00573.17,k99_3136818_3
final.contigs.fa.metabat_bins_49,PF01795.14,k99_788099_3
final.contigs.fa.metabat_bins_49,PF01795.14,k99_992608_2
final.contigs.fa.metabat_bins_49,PF00829.16,k99_2096900_6
final.contigs.fa.metabat_bins_49,PF00829.16,k99_4034849_3
final.contigs.fa.metabat_bins_5,TIGR00445,k99_1537114_3
final.contigs.fa.metabat_bins_5,TIGR00445,k99_3098187_1
final.contigs.fa.metabat_bins_5,PF00490.16,k99_2447651_3
final.contigs.fa.metabat_bins_5,PF00490.16,k99_4124096_2
final.contigs.fa.metabat_bins_5,PF00490.16,k99_663705_7
final.contigs.fa.metabat_bins_5,PF04563.10,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF04563.10,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF01196.14,k99_1678258_1
final.contigs.fa.metabat_bins_5,PF01196.14,k99_3216360_7
final.contigs.fa.metabat_bins_5,PF01084.15,k99_177118_8
final.contigs.fa.metabat_bins_5,PF01084.15,k99_2287765_2
final.contigs.fa.metabat_bins_5,PF00562.23,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF00562.23,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF00411.14,k99_1678258_4
final.contigs.fa.metabat_bins_5,PF00411.14,k99_3216360_4
final.contigs.fa.metabat_bins_5,PF02934.10,k99_3362856_3
final.contigs.fa.metabat_bins_5,PF02934.10,k99_857484_4
final.contigs.fa.metabat_bins_5,PF04561.9,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF04561.9,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF01281.14,k99_177118_6
final.contigs.fa.metabat_bins_5,PF01281.14,k99_2287765_4
final.contigs.fa.metabat_bins_5,PF00416.17,k99_1678258_5
final.contigs.fa.metabat_bins_5,PF00416.17,k99_3216360_3
final.contigs.fa.metabat_bins_5,PF13167.1,k99_2287765_6
final.contigs.fa.metabat_bins_5,PF13167.1,k99_3340864_2
final.contigs.fa.metabat_bins_5,PF04565.11,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF04565.11,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF10385.4,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF10385.4,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF02410.10,k99_171975_6
final.contigs.fa.metabat_bins_5,PF02410.10,k99_4260194_2
final.contigs.fa.metabat_bins_5,PF08478.5,k99_4251155_2
final.contigs.fa.metabat_bins_5,PF08478.5,k99_827959_3
final.contigs.fa.metabat_bins_5,PF03948.9,k99_177118_6
final.contigs.fa.metabat_bins_5,PF03948.9,k99_2287765_4
final.contigs.fa.metabat_bins_5,TIGR02432,k99_3025521_4
final.contigs.fa.metabat_bins_5,TIGR02432,k99_694832_3
final.contigs.fa.metabat_bins_5,PF02602.10,k99_2052839_1
final.contigs.fa.metabat_bins_5,PF02602.10,k99_2109942_1
final.contigs.fa.metabat_bins_5,PF02602.10,k99_646042_4
final.contigs.fa.metabat_bins_5,PF01193.19,k99_1678258_2
final.contigs.fa.metabat_bins_5,PF01193.19,k99_3216360_6
final.contigs.fa.metabat_bins_5,PF03461.10,k99_2909808_1
final.contigs.fa.metabat_bins_5,PF03461.10,k99_410693_1
final.contigs.fa.metabat_bins_5,PF05190.13,k99_189344_1
final.contigs.fa.metabat_bins_5,PF05190.13,k99_968201_4
final.contigs.fa.metabat_bins_5,PF05188.12,k99_189344_1
final.contigs.fa.metabat_bins_5,PF05188.12,k99_968201_4
final.contigs.fa.metabat_bins_5,TIGR00065,k99_551685_1
final.contigs.fa.metabat_bins_5,TIGR00065,k99_827959_1
final.contigs.fa.metabat_bins_5,PF04560.15,k99_2297680_1
final.contigs.fa.metabat_bins_5,PF04560.15,k99_2850285_8
final.contigs.fa.metabat_bins_5,PF02491.15,k99_4251155_3
final.contigs.fa.metabat_bins_5,PF02491.15,k99_827959_2
final.contigs.fa.metabat_bins_5,TIGR01496,k99_3025521_6
final.contigs.fa.metabat_bins_5,TIGR01496,k99_694832_1
final.contigs.fa.metabat_bins_5,TIGR01087,k99_1537114_4
final.contigs.fa.metabat_bins_5,TIGR01087,k99_3098187_2
final.contigs.fa.metabat_bins_5,PF01000.21,k99_1678258_2
final.contigs.fa.metabat_bins_5,PF01000.21,k99_3216360_6
final.contigs.fa.metabat_bins_5,PF14450.1,k99_4251155_3
final.contigs.fa.metabat_bins_5,PF14450.1,k99_827959_2
final.contigs.fa.metabat_bins_5,PF02403.17,k99_167330_7
final.contigs.fa.metabat_bins_5,PF02403.17,k99_3827593_1
final.contigs.fa.metabat_bins_5,PF03841.8,k99_1657819_3
final.contigs.fa.metabat_bins_5,PF03841.8,k99_996201_1
final.contigs.fa.metabat_bins_5,TIGR00482,k99_171975_7
final.contigs.fa.metabat_bins_5,TIGR00482,k99_4260194_3
final.contigs.fa.metabat_bins_5,PF03118.10,k99_1678258_2
final.contigs.fa.metabat_bins_5,PF03118.10,k99_3216360_6
final.contigs.fa.metabat_bins_5,TIGR00595,k99_1220772_3
final.contigs.fa.metabat_bins_5,TIGR00595,k99_2420636_3
final.contigs.fa.metabat_bins_5,PF01250.12,k99_177118_9
final.contigs.fa.metabat_bins_5,PF01250.12,k99_2287765_1
final.contigs.fa.metabat_bins_5,PF01624.15,k99_189344_1
final.contigs.fa.metabat_bins_5,PF01624.15,k99_968201_4
final.contigs.fa.metabat_bins_51,PF01018.17,k99_1520849_4
final.contigs.fa.metabat_bins_51,PF01018.17,k99_2255649_1
final.contigs.fa.metabat_bins_51,PF01196.14,k99_544752_7
final.contigs.fa.metabat_bins_51,PF01196.14,k99_740937_4
final.contigs.fa.metabat_bins_51,PF00347.18,k99_2683607_9
final.contigs.fa.metabat_bins_51,PF00347.18,k99_544752_20
final.contigs.fa.metabat_bins_52,PF01509.13,k99_1229420_3
final.contigs.fa.metabat_bins_52,PF01509.13,k99_1522616_1
final.contigs.fa.metabat_bins_52,PF01509.13,k99_2622650_19
final.contigs.fa.metabat_bins_52,PF01509.13,k99_32718_5
final.contigs.fa.metabat_bins_52,PF01509.13,k99_4260799_1
final.contigs.fa.metabat_bins_52,PF01509.13,k99_4604594_7
final.contigs.fa.metabat_bins_52,PF01509.13,k99_804969_5
final.contigs.fa.metabat_bins_52,PF00298.14,k99_118330_4
final.contigs.fa.metabat_bins_52,PF00298.14,k99_2704067_4
final.contigs.fa.metabat_bins_52,PF00298.14,k99_3197706_95
final.contigs.fa.metabat_bins_52,PF00298.14,k99_491171_4
final.contigs.fa.metabat_bins_52,PF00889.14,k99_1386619_33
final.contigs.fa.metabat_bins_52,PF00889.14,k99_1693008_2
final.contigs.fa.metabat_bins_52,PF00889.14,k99_1753620_4
final.contigs.fa.metabat_bins_52,PF00889.14,k99_1853276_6
final.contigs.fa.metabat_bins_52,PF00889.14,k99_1930597_9
final.contigs.fa.metabat_bins_52,PF00889.14,k99_294106_8
final.contigs.fa.metabat_bins_52,PF00889.14,k99_3927682_5
final.contigs.fa.metabat_bins_52,TIGR00615,k99_1109300_6
final.contigs.fa.metabat_bins_52,TIGR00615,k99_1386619_30
final.contigs.fa.metabat_bins_52,TIGR00615,k99_2743998_1
final.contigs.fa.metabat_bins_52,TIGR00615,k99_2749338_3
final.contigs.fa.metabat_bins_52,TIGR00615,k99_4188723_2
final.contigs.fa.metabat_bins_52,PF03484.10,k99_2863039_6
final.contigs.fa.metabat_bins_52,PF03484.10,k99_3197706_91
final.contigs.fa.metabat_bins_52,PF03484.10,k99_3205213_4
final.contigs.fa.metabat_bins_52,PF01016.14,k99_1222108_2
final.contigs.fa.metabat_bins_52,PF01016.14,k99_1847871_4
final.contigs.fa.metabat_bins_52,PF01016.14,k99_2213029_3
final.contigs.fa.metabat_bins_52,PF01016.14,k99_3079646_6
final.contigs.fa.metabat_bins_52,PF00338.17,k99_1733023_5
final.contigs.fa.metabat_bins_52,PF00338.17,k99_3572065_6
final.contigs.fa.metabat_bins_52,PF04563.10,k99_3560433_5
final.contigs.fa.metabat_bins_52,PF04563.10,k99_491171_8
final.contigs.fa.metabat_bins_52,PF01196.14,k99_1246259_9
final.contigs.fa.metabat_bins_52,PF01196.14,k99_1733023_43
final.contigs.fa.metabat_bins_52,PF01196.14,k99_3465394_4
final.contigs.fa.metabat_bins_52,PF01196.14,k99_3704924_5
final.contigs.fa.metabat_bins_52,PF04997.7,k99_1846934_2
final.contigs.fa.metabat_bins_52,PF04997.7,k99_3560433_4
final.contigs.fa.metabat_bins_52,PF00572.13,k99_1733023_44
final.contigs.fa.metabat_bins_52,PF00572.13,k99_1753620_1
final.contigs.fa.metabat_bins_52,PF00572.13,k99_294106_11
final.contigs.fa.metabat_bins_52,PF00562.23,k99_1846934_1
final.contigs.fa.metabat_bins_52,PF00562.23,k99_3560433_5
final.contigs.fa.metabat_bins_52,PF10385.4,k99_1846934_1
final.contigs.fa.metabat_bins_52,PF10385.4,k99_3560433_5
final.contigs.fa.metabat_bins_52,PF00411.14,k99_1318346_4
final.contigs.fa.metabat_bins_52,PF00411.14,k99_1733023_40
final.contigs.fa.metabat_bins_52,PF00411.14,k99_3465394_1
final.contigs.fa.metabat_bins_52,PF00411.14,k99_3704924_2
final.contigs.fa.metabat_bins_52,PF00411.14,k99_393540_2
final.contigs.fa.metabat_bins_52,TIGR00344,k99_1733023_36
final.contigs.fa.metabat_bins_52,TIGR00344,k99_2990509_6
final.contigs.fa.metabat_bins_52,TIGR00344,k99_876828_2
final.contigs.fa.metabat_bins_52,PF01795.14,k99_1808933_4
final.contigs.fa.metabat_bins_52,PF01795.14,k99_1883372_3
final.contigs.fa.metabat_bins_52,PF01795.14,k99_284554_7
final.contigs.fa.metabat_bins_52,PF01795.14,k99_3657234_3
final.contigs.fa.metabat_bins_52,PF01795.14,k99_4089236_4
final.contigs.fa.metabat_bins_52,PF01281.14,k99_162216_11
final.contigs.fa.metabat_bins_52,PF01281.14,k99_2975686_5
final.contigs.fa.metabat_bins_52,PF01281.14,k99_3079646_4
final.contigs.fa.metabat_bins_52,PF01281.14,k99_3303664_7
final.contigs.fa.metabat_bins_52,PF01281.14,k99_3426655_2
final.contigs.fa.metabat_bins_52,PF00416.17,k99_1318346_5
final.contigs.fa.metabat_bins_52,PF00416.17,k99_1733023_39
final.contigs.fa.metabat_bins_52,PF00416.17,k99_393540_3
final.contigs.fa.metabat_bins_52,TIGR00459,k99_1386619_61
final.contigs.fa.metabat_bins_52,TIGR00459,k99_3828488_3
final.contigs.fa.metabat_bins_52,TIGR00755,k99_2425586_4
final.contigs.fa.metabat_bins_52,TIGR00755,k99_2790235_1
final.contigs.fa.metabat_bins_52,TIGR00755,k99_443984_2
final.contigs.fa.metabat_bins_52,TIGR00392,k99_217527_3
final.contigs.fa.metabat_bins_52,TIGR00392,k99_2611142_3
final.contigs.fa.metabat_bins_52,PF04565.11,k99_1846934_1
final.contigs.fa.metabat_bins_52,PF04565.11,k99_3560433_5
final.contigs.fa.metabat_bins_52,PF01668.13,k99_3340522_8
final.contigs.fa.metabat_bins_52,PF01668.13,k99_4168613_4
final.contigs.fa.metabat_bins_52,PF01746.16,k99_1091971_23
final.contigs.fa.metabat_bins_52,PF01746.16,k99_1733023_52
final.contigs.fa.metabat_bins_52,PF01746.16,k99_2177399_14
final.contigs.fa.metabat_bins_52,PF11987.3,k99_2414463_23
final.contigs.fa.metabat_bins_52,PF11987.3,k99_2754219_5
final.contigs.fa.metabat_bins_52,PF11987.3,k99_298191_2
final.contigs.fa.metabat_bins_52,PF11987.3,k99_32718_1
final.contigs.fa.metabat_bins_52,PF11987.3,k99_417924_8
final.contigs.fa.metabat_bins_52,PF11987.3,k99_4310431_3
final.contigs.fa.metabat_bins_52,PF00312.17,k99_2065903_8
final.contigs.fa.metabat_bins_52,PF00312.17,k99_2980223_8
final.contigs.fa.metabat_bins_52,PF00312.17,k99_640519_13
final.contigs.fa.metabat_bins_52,PF03948.9,k99_162216_11
final.contigs.fa.metabat_bins_52,PF03948.9,k99_2975686_5
final.contigs.fa.metabat_bins_52,PF03948.9,k99_3079646_4
final.contigs.fa.metabat_bins_52,PF03948.9,k99_3303664_7
final.contigs.fa.metabat_bins_52,PF03948.9,k99_3426655_2
final.contigs.fa.metabat_bins_52,PF00347.18,k99_1733023_21
final.contigs.fa.metabat_bins_52,PF00347.18,k99_393540_11
final.contigs.fa.metabat_bins_52,TIGR02432,k99_1748487_5
final.contigs.fa.metabat_bins_52,TIGR02432,k99_2414463_6
final.contigs.fa.metabat_bins_52,TIGR02432,k99_369065_4
final.contigs.fa.metabat_bins_52,TIGR00460,k99_1091971_3
final.contigs.fa.metabat_bins_52,TIGR00460,k99_1454766_3
final.contigs.fa.metabat_bins_52,TIGR00460,k99_2429353_1
final.contigs.fa.metabat_bins_52,TIGR00460,k99_264994_18
final.contigs.fa.metabat_bins_52,TIGR00460,k99_733775_1
final.contigs.fa.metabat_bins_52,PF00177.16,k99_1246259_5
final.contigs.fa.metabat_bins_52,PF00177.16,k99_1291140_4
final.contigs.fa.metabat_bins_52,PF00177.16,k99_2888827_4
final.contigs.fa.metabat_bins_52,PF00828.14,k99_1733023_24
final.contigs.fa.metabat_bins_52,PF00828.14,k99_393540_7
final.contigs.fa.metabat_bins_52,PF03946.9,k99_118330_4
final.contigs.fa.metabat_bins_52,PF03946.9,k99_2704067_4
final.contigs.fa.metabat_bins_52,PF03946.9,k99_3197706_95
final.contigs.fa.metabat_bins_52,PF03946.9,k99_491171_4
final.contigs.fa.metabat_bins_52,PF03719.10,k99_1733023_23
final.contigs.fa.metabat_bins_52,PF03719.10,k99_393540_9
final.contigs.fa.metabat_bins_52,PF00886.14,k99_1091971_20
final.contigs.fa.metabat_bins_52,PF00886.14,k99_3267045_3
final.contigs.fa.metabat_bins_52,PF00333.15,k99_1733023_23
final.contigs.fa.metabat_bins_52,PF00333.15,k99_393540_9
final.contigs.fa.metabat_bins_52,PF00410.14,k99_1733023_20
final.contigs.fa.metabat_bins_52,PF00410.14,k99_393540_12
final.contigs.fa.metabat_bins_52,PF12344.3,k99_4181216_3
final.contigs.fa.metabat_bins_52,PF12344.3,k99_879946_5
final.contigs.fa.metabat_bins_52,PF00164.20,k99_1291140_3
final.contigs.fa.metabat_bins_52,PF00164.20,k99_2888827_3
final.contigs.fa.metabat_bins_52,PF00164.20,k99_2966097_6
final.contigs.fa.metabat_bins_52,TIGR00967,k99_1318346_8
final.contigs.fa.metabat_bins_52,TIGR00967,k99_1733023_25
final.contigs.fa.metabat_bins_52,TIGR00967,k99_393540_6
final.contigs.fa.metabat_bins_52,PF01193.19,k99_1318346_2
final.contigs.fa.metabat_bins_52,PF01193.19,k99_1733023_42
final.contigs.fa.metabat_bins_52,PF01193.19,k99_3465394_3
final.contigs.fa.metabat_bins_52,PF01193.19,k99_3704924_4
final.contigs.fa.metabat_bins_52,PF01765.14,k99_1693008_4
final.contigs.fa.metabat_bins_52,PF01765.14,k99_1753620_6
final.contigs.fa.metabat_bins_52,PF01765.14,k99_1853276_4
final.contigs.fa.metabat_bins_52,PF01765.14,k99_1930597_7
final.contigs.fa.metabat_bins_52,PF01765.14,k99_2019659_6
final.contigs.fa.metabat_bins_52,PF01765.14,k99_294106_6
final.contigs.fa.metabat_bins_52,PF01765.14,k99_2943760_13
final.contigs.fa.metabat_bins_52,PF01765.14,k99_3197706_104
final.contigs.fa.metabat_bins_52,PF01765.14,k99_3605166_20
final.contigs.fa.metabat_bins_52,PF01765.14,k99_750519_3
final.contigs.fa.metabat_bins_52,PF01409.15,k99_1185734_1
final.contigs.fa.metabat_bins_52,PF01409.15,k99_1386619_26
final.contigs.fa.metabat_bins_52,PF01409.15,k99_3197706_90
final.contigs.fa.metabat_bins_52,PF01409.15,k99_822868_2
final.contigs.fa.metabat_bins_52,PF08529.6,k99_2754219_4
final.contigs.fa.metabat_bins_52,PF08529.6,k99_298191_3
final.contigs.fa.metabat_bins_52,PF08529.6,k99_417924_9
final.contigs.fa.metabat_bins_52,PF02130.12,k99_1091208_2
final.contigs.fa.metabat_bins_52,PF02130.12,k99_2662297_8
final.contigs.fa.metabat_bins_52,PF02130.12,k99_3197706_29
final.contigs.fa.metabat_bins_52,PF02130.12,k99_3229461_5
final.contigs.fa.metabat_bins_52,PF02130.12,k99_3813632_1
final.contigs.fa.metabat_bins_52,PF02130.12,k99_4514702_7
final.contigs.fa.metabat_bins_52,PF02130.12,k99_4671209_4
final.contigs.fa.metabat_bins_52,PF02130.12,k99_6429_7
final.contigs.fa.metabat_bins_52,PF04560.15,k99_1846934_1
final.contigs.fa.metabat_bins_52,PF04560.15,k99_3560433_5
final.contigs.fa.metabat_bins_52,TIGR00922,k99_2704067_3
final.contigs.fa.metabat_bins_52,TIGR00922,k99_3197706_94
final.contigs.fa.metabat_bins_52,TIGR00922,k99_491171_3
final.contigs.fa.metabat_bins_52,PF01000.21,k99_1318346_2
final.contigs.fa.metabat_bins_52,PF01000.21,k99_1733023_42
final.contigs.fa.metabat_bins_52,PF01000.21,k99_3465394_3
final.contigs.fa.metabat_bins_52,PF01000.21,k99_3704924_4
final.contigs.fa.metabat_bins_52,TIGR00810,k99_1902220_19
final.contigs.fa.metabat_bins_52,TIGR00810,k99_217527_18
final.contigs.fa.metabat_bins_52,PF01632.14,k99_2600056_4
final.contigs.fa.metabat_bins_52,PF01632.14,k99_3327485_3
final.contigs.fa.metabat_bins_52,PF01632.14,k99_3436810_3
final.contigs.fa.metabat_bins_52,TIGR03723,k99_3094985_2
final.contigs.fa.metabat_bins_52,TIGR03723,k99_3784297_2
final.contigs.fa.metabat_bins_52,TIGR03723,k99_907940_4
final.contigs.fa.metabat_bins_52,PF00829.16,k99_1222108_3
final.contigs.fa.metabat_bins_52,PF00829.16,k99_1847871_3
final.contigs.fa.metabat_bins_52,PF00829.16,k99_2204635_10
final.contigs.fa.metabat_bins_52,PF00829.16,k99_2213029_2
final.contigs.fa.metabat_bins_52,PF00861.17,k99_1733023_22
final.contigs.fa.metabat_bins_52,PF00861.17,k99_393540_10
final.contigs.fa.metabat_bins_52,PF00466.15,k99_118330_2
final.contigs.fa.metabat_bins_52,PF00466.15,k99_2704067_6
final.contigs.fa.metabat_bins_52,PF00466.15,k99_491171_6
final.contigs.fa.metabat_bins_52,PF01121.15,k99_1210028_2
final.contigs.fa.metabat_bins_52,PF01121.15,k99_2012571_4
final.contigs.fa.metabat_bins_52,PF01121.15,k99_2835862_3
final.contigs.fa.metabat_bins_52,PF01121.15,k99_3032538_15
final.contigs.fa.metabat_bins_52,PF01121.15,k99_4523553_4
final.contigs.fa.metabat_bins_52,PF06071.8,k99_217527_77
final.contigs.fa.metabat_bins_52,PF06071.8,k99_3032538_2
final.contigs.fa.metabat_bins_52,TIGR00855,k99_2704067_7
final.contigs.fa.metabat_bins_52,TIGR00855,k99_491171_7
final.contigs.fa.metabat_bins_52,TIGR00084,k99_1579306_12
final.contigs.fa.metabat_bins_52,TIGR00084,k99_3187387_2
final.contigs.fa.metabat_bins_52,TIGR00329,k99_217527_1
final.contigs.fa.metabat_bins_52,TIGR00329,k99_3094985_2
final.contigs.fa.metabat_bins_52,TIGR00329,k99_3784297_2
final.contigs.fa.metabat_bins_52,TIGR00329,k99_907940_4
final.contigs.fa.metabat_bins_52,PF13184.1,k99_2754219_4
final.contigs.fa.metabat_bins_52,PF13184.1,k99_298191_3
final.contigs.fa.metabat_bins_52,PF13184.1,k99_417924_9
final.contigs.fa.metabat_bins_52,PF13184.1,k99_4310431_1
final.contigs.fa.metabat_bins_52,PF04561.9,k99_3560433_5
final.contigs.fa.metabat_bins_52,PF04561.9,k99_491171_8
final.contigs.fa.metabat_bins_52,TIGR00019,k99_1386619_36
final.contigs.fa.metabat_bins_52,TIGR00019,k99_2839619_2
final.contigs.fa.metabat_bins_52,TIGR00019,k99_3327485_5
final.contigs.fa.metabat_bins_52,PF00687.16,k99_118330_3
final.contigs.fa.metabat_bins_52,PF00687.16,k99_2704067_5
final.contigs.fa.metabat_bins_52,PF00687.16,k99_491171_5
final.contigs.fa.metabat_bins_52,PF01649.13,k99_1201756_4
final.contigs.fa.metabat_bins_52,PF01649.13,k99_1650075_2
final.contigs.fa.metabat_bins_52,PF01649.13,k99_3711670_3
final.contigs.fa.metabat_bins_52,PF00380.14,k99_1733023_45
